"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35"
"473","麻辣小龙虾","蒙古烤羊腿 ","快炒黄鳝"," 北冰洋汽水 ","大理石奶油蛋糕","水煮鱼",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","芝士烩波士顿龙虾","辣炒花蛤","培根紫菜卷","香烤牛排 ","爆炒猪肝","百里香奶油烤红酒牛肉","五色糯米饭(七色)","葡萄奶酥(超酥香的饼干)","紫薯面包卷","谷稻小庄 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","芝麻烤紫菜","蒙古烤羊腿 ","海带结豆腐汤","凉拌蒜蓉西兰花","蛋挞",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","香酥两吃大虾","芹菜炒腰花","清蒸海鱼","冰糖红豆薏米粥","清蒸蝶鱼","小米南瓜粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","倒立蒸梭子蟹","焖猪手","爆炒猪肝","水煮鱼","金玉良缘","谷稻小庄 ","打卤面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","水煮鱼","酸辣藕丁","芝士烩波士顿龙虾","炝炒大白菜","焖猪手","啤酒鸭","葱油凉拌藕片","牛尾汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","芝士烩波士顿龙虾","爆炒猪肝","番茄甘蓝","油焖麻辣虾","干锅田鸡","52度泸州老窖 ","蒜香辣花甲","金玉良缘","核桃葡萄干土司","五色糯米饭(七色)","香辣爆羊肝 ","大蒜苋菜","焖猪手",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","香酥两吃大虾","凉拌萝卜丝",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","党参黄芪炖牛尾 ","独家薄荷鲜虾牛肉卷 ","西瓜胡萝卜沙拉","金玉良缘","蛋挞","谷稻小庄 ","照烧鸡腿 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","香酥两吃大虾","麻辣小龙虾","清蒸海鱼","白斩鸡","番茄炖牛腩 ","五香酱驴肉 ","杭椒鸡珍","啤酒鸭","木须豌豆","番茄有机花菜","黄花菜炒木耳","紫薯面包卷","五色糯米饭(七色)","谷稻小庄 ","蒜香包","爆炒猪肝","打卤面","清爽拌凉面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","香辣腐乳炒虾","独家薄荷鲜虾牛肉卷 ","辣炒鱿鱼","打卤面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","姜葱炒花蟹","辣炒田螺","小炒羊腰 ","美妙绝伦之白莲花","白斩鸡"," 北冰洋汽水 ","露露无糖杏仁露","剁椒鱼头","五香酱驴肉 ","啤酒鸭","番茄蛋汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","香酥两吃大虾","焖猪手","山药养生粥","清蒸海鱼","小米南瓜粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","麻辣小龙虾","特醇嘉士伯啤酒罐装","香酥两吃大虾","香菇鹌鹑蛋","青岛啤酒罐装","啤酒鸭","培根紫菜卷","酸辣藕丁","番茄蛋汤","炝炒大白菜","香辣爆羊肝 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","葱姜炒蟹","焖猪手","红酒炖羊肉","豌豆薯仔猪骨汤","爆炒猪肝","凉拌菠菜","香酥两吃大虾","芝士烩波士顿龙虾",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","麻辣小龙虾","辣炒鱿鱼","玉竹南北杏鸭腿汤","焖猪手","独家薄荷鲜虾牛肉卷 ","大理石奶油蛋糕","打卤面","冰糖红豆薏米粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","香酥两吃大虾","皮蛋瘦肉粥","红酒炖羊肉","辣炒鱿鱼","冰糖红豆薏米粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","芝士烩波士顿龙虾","倒立蒸梭子蟹","冰镇花螺","快炒黄鳝","爆炒双丝","泡椒凤爪 ","白胡椒胡萝卜羊肉汤","肉丁茄子","长城窖酿解百纳红酒干红葡萄酒","清炒菊花菜","不加一滴油的酸奶蛋糕","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","香烤牛排 ","美妙绝伦之白莲花","照烧鸡腿 ","露露无糖杏仁露"," 北冰洋汽水 ","纸杯蛋糕","小米南瓜粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","麻辣小龙虾","芝士烩波士顿龙虾","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","香烤牛排 ","番茄甘蓝",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","花蛤蒸蛋","芝麻烤紫菜","白胡椒胡萝卜羊肉汤","不加一滴油的酸奶蛋糕","凉拌萝卜丝","蒙古烤羊腿 ","香辣爆羊肝 ","皮蛋瘦肉粥","姜葱炒花蟹","冰糖红豆薏米粥","香菇鹌鹑蛋","西瓜胡萝卜沙拉","谷稻小庄 ","照烧鸡腿 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","香酥两吃大虾","清蒸海鱼","农夫山泉NFC果汁100%橙汁"," 北冰洋汽水 ","意文柠檬汁 ","孜然羊排",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","香辣腐乳炒虾","芝士烩波士顿龙虾","麻辣小龙虾","水煮鱼","清蒸海鱼","番茄炖秋葵","清炒菊花菜","53度茅台","黑米恋上葡萄","番茄甘蓝","葱油凉拌藕片","紫薯面包卷","桂圆肉红豆八宝饭",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","自制猪肉脯","水煮鱼","焖猪手","辣炒鱿鱼","孜然羊排","豌豆薯仔猪骨汤","冰糖红豆薏米粥","香酥两吃大虾","葱姜炒蟹","路易拉菲红酒干红",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","小米南瓜粥","盘蟹蒸蛋","辣炒鱿鱼","金玉良缘","超人气广式肠粉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","麻辣小龙虾","蒜蓉生蚝","独家薄荷鲜虾牛肉卷 ","凉拌萝卜丝","香菇鹌鹑蛋","张裕葡萄酒张裕赤霞珠干红 ","意文柠檬汁 ","清爽拌凉面","冰糖红豆薏米粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","焖猪手","芝士烩波士顿龙虾","自制猪肉脯","芹菜炒腰花","豌豆薯仔猪骨汤","爆炒猪肝","冰糖红豆薏米粥","清蒸海鱼","谷稻小庄 ","美妙绝伦之白莲花","炝炒大白菜","凉拌菠菜","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","姜葱炒花蟹","豌豆薯仔猪骨汤","自制猪肉脯","芹菜炒腰花","凉拌蒜蓉西兰花","凉拌菠菜","芹黄鳝丝","桂圆枸杞鸽子汤","黑米恋上葡萄","照烧鸡腿 ","辣炒鱿鱼","广式虾仁肠粉","蛋挞","黄尾袋鼠西拉子红葡萄酒","意文柠檬汁 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","香辣腐乳炒虾","芹菜炒腰花","清蒸海鱼","爆炒猪肝","自制猪肉脯","剁椒鱼头","大蒜苋菜","美妙绝伦之白莲花","凉拌菠菜","凉拌蒜蓉西兰花","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","麻辣小龙虾","芝麻烤紫菜","西瓜胡萝卜沙拉","番茄炖秋葵","蛋挞","谷稻小庄 ","辣炒花蛤","爆炒鸡翅","红酒土豆烧鸭腿 ","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","自制猪肉脯","芝士烩波士顿龙虾","清蒸海鱼","芹菜炒腰花","焖猪手","爆炒猪肝","小米南瓜粥","香菇鸡肉粥","谷稻小庄 ","纸杯蛋糕","剁椒鱼头","黄尾袋鼠西拉子红葡萄酒","牛尾汤","桂圆肉红豆八宝饭",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","农夫山泉NFC果汁100%橙汁","清蒸蝶鱼","皮蛋瘦肉粥","芹菜炒腰花","水煮鱼","鲜美鳝鱼","麻辣小龙虾","香辣爆羊肝 ","凉拌菠菜","一品香酥藕","鱼香肉丝拌面","番茄炖秋葵","辣炒海带丝","番茄甘蓝","五色糯米饭(七色)","黄尾袋鼠西拉子红葡萄酒",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","倒立蒸梭子蟹","自制猪肉脯","焖猪手","芹菜炒腰花","冰糖红豆薏米粥","谷稻小庄 ","酸辣汤面","五色糯米饭(七色)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","香辣腐乳炒虾","豌豆薯仔猪骨汤","自制猪肉脯","焖猪手","小米南瓜粥"," 北冰洋汽水 ","露露无糖杏仁露","酸辣汤面","皮蛋瘦肉粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","焖猪手","芝士烩波士顿龙虾","自制猪肉脯","山药养生粥","青岛啤酒罐装","炝炒大白菜","美妙绝伦之白莲花","凉拌蒜蓉西兰花","谷稻小庄 ","桂圆肉红豆八宝饭",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","姜葱炒花蟹","南瓜芝士包","皮蛋瘦肉粥","咖啡奶香面包","黄花菜炒木耳","海带结豆腐汤","宝宝版牛肉肠粉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","麻辣小龙虾","培根紫菜卷","剁椒鱼头","一品香酥藕","重庆特色油烧兔","葱油凉拌藕片","香菇鸡肉粥","意文柠檬汁 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","油焖麻辣虾","自制猪肉脯","冰糖红豆薏米粥","剁椒鱼头","谷稻小庄 ","核桃葡萄干土司","凉拌蒜蓉西兰花","三色凉拌手撕兔","黑米恋上葡萄",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","自制猪肉脯","酸辣藕丁","香酥两吃大虾","百里香奶油烤红酒牛肉","凉拌菠菜","干锅田鸡","重庆特色油烧兔","50度古井贡酒","三丝鳝鱼","五色糯米饭(七色)","意文柠檬汁 ","焖猪手",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","爆炒猪肝","姜葱炒花蟹","啤酒鸭","自制猪肉脯","红酒炖羊肉","肉丁茄子","炝炒大白菜","凉拌蒜蓉西兰花","凉拌菠菜","大蒜苋菜","53度茅台","农夫山泉NFC果汁100%橙汁","葡萄奶酥(超酥香的饼干)","皮蛋瘦肉粥","牛肉鸡蛋肠粉","辣炒鱿鱼",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","麻辣小龙虾","小米南瓜粥","美妙绝伦之白莲花",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","炝炒大白菜","爆炒猪肝","凉拌蒜蓉西兰花"," 北冰洋汽水 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","剁椒鱼头","麻辣小龙虾","金玉良缘","番茄有机花菜","谷稻小庄 ","葱油凉拌藕片",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","水煮鱼","麻辣小龙虾","五色糯米饭(七色)","法国波尔多AOC干红葡萄酒原","清蒸蝶鱼","自制猪肉脯","皮蛋瘦肉粥","一品香酥藕","南瓜枸杞小饼干","紫薯面包卷","三色凉拌手撕兔",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","倒立蒸梭子蟹","啤酒鸭","清炒菊花菜","五香酱驴肉 ","黄花菜炒木耳","木须豌豆","番茄有机花菜","50度古井贡酒","番茄炖秋葵",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","焖猪手","花蛤蒸蛋","五彩藕苗","糖醋蕃茄溜青花","炝炒大白菜","38度剑南春 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","海带结豆腐汤","蒙古烤羊腿 ","香酥两吃大虾","爆炒双丝","谷稻小庄 ","凉拌菠菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","麻辣小龙虾","美妙绝伦之白莲花","拌土豆丝"," 北冰洋汽水 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","清蒸海鱼","自制猪肉脯","独家薄荷鲜虾牛肉卷 ","番茄炖牛腩 ","爆炒双丝","大蒜苋菜","番茄有机花菜","谷稻小庄 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","党参黄芪炖牛尾 ","蒜蓉生蚝","剁椒鱼头","炝炒大白菜","番茄甘蓝","谷稻小庄 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","水煮鱼","番茄炖牛腩 ","金玉良缘","培根花菜","糖醋蕃茄溜青花"," 北冰洋汽水 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","香酥两吃大虾","百里香奶油烤红酒牛肉","培根花菜","清炒菊花菜","谷稻小庄 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","清蒸海鱼","白斩鸡","肉丁茄子","番茄甘蓝","凉拌萝卜丝","谷稻小庄 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","蒜蓉生蚝","清蒸蝶鱼","红酒炖羊肉","培根花菜","美妙绝伦之白莲花","拌土豆丝","番茄炖秋葵","53度茅台",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","冰糖红豆薏米粥","冰镇花螺","焖猪手","水煮鱼","大蒜苋菜","蒙古烤羊腿 ","凉拌菠菜","孜然羊排","香酥两吃大虾",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","麻辣小龙虾","芝士烩波士顿龙虾","凉拌蒜蓉西兰花","豌豆薯仔猪骨汤",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","香酥两吃大虾","美妙绝伦之白莲花","桂圆枸杞鸽子汤","蒙古烤羊腿 ","孜然羊排","炝炒大白菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","香酥两吃大虾","香辣爆羊肝 ","红酒炖羊肉","大蒜苋菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","倒立蒸梭子蟹","红酒炖羊肉","盘蟹蒸蛋","芝士烩波士顿龙虾","蒜香包","黄花菜炒木耳","糖醋蕃茄溜青花","海带结豆腐汤","黄尾袋鼠西拉子红葡萄酒","芝麻烤紫菜","青炒扁豆",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","避风塘炒蟹","爆炒双丝","蒜蓉生蚝","清爽拌凉面","香辣爆羊肝 ","番茄炖牛腩 ","黑米恋上葡萄","番茄有机花菜","五彩藕苗","黄尾袋鼠西拉子红葡萄酒",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","蒜香辣花甲","姜葱炒花蟹","农夫山泉NFC果汁100%橙汁","清炒菊花菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","麻辣小龙虾","姜葱炒花蟹","凉拌菠菜","五色糯米饭(七色)","美妙绝伦之白莲花","番茄甘蓝","冰糖红豆薏米粥","红酒炖羊肉","白胡椒胡萝卜羊肉汤","香菇鹌鹑蛋","啤酒鸭","清炒菊花菜","红酒土豆烧鸭腿 ","38度剑南春 ","意文柠檬汁 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","蒜香辣花甲","自制猪肉脯","香菇鸡肉粥","炝炒大白菜","香辣爆羊肝 ","桂圆枸杞鸽子汤","独家薄荷鲜虾牛肉卷 ","酸辣藕丁","黄尾袋鼠西拉子红葡萄酒","糖醋蕃茄溜青花","黑米恋上葡萄",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","葡萄奶酥(超酥香的饼干)","剁椒鱼头","蒜蓉生蚝"," 北冰洋汽水 ","农夫山泉NFC果汁100%橙汁",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","麻辣小龙虾","辣炒鱿鱼","凉拌蒜蓉西兰花","美妙绝伦之白莲花","意文柠檬汁 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","清蒸蝶鱼","农夫山泉NFC果汁100%橙汁","培根花菜","凉拌蒜蓉西兰花","露露无糖杏仁露",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","水煮鱼","剁椒鱼头","一品香酥藕","百威啤酒罐装","蒜香包","青岛啤酒罐装","黑米恋上葡萄",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","党参黄芪炖牛尾 ","清炒菊花菜","辣炒花蛤","三色凉拌手撕兔","农夫山泉NFC果汁100%橙汁","黄尾袋鼠西拉子红葡萄酒","蛋挞","五色糯米饭(七色)","牛肉鸡蛋肠粉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","蒙古烤羊腿 ","芹菜炒腰花","露露无糖杏仁露","凉拌菠菜","清爽拌凉面"," 北冰洋汽水 ","酸辣汤面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","清蒸海鱼","香菇鹌鹑蛋","爆炒鸡翅","谷稻小庄 ","黑米恋上葡萄","不加一滴油的酸奶蛋糕","打卤面",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","香辣腐乳炒虾","五香酱驴肉 ","芝麻烤紫菜","香菇鹌鹑蛋","西瓜胡萝卜沙拉","意文柠檬汁 ","山药养生粥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","小炒羊腰 ","花蛤蒸蛋","海带结豆腐汤","炝炒大白菜","特醇嘉士伯啤酒罐装","蓝带啤酒罐装","避风塘炒蟹","青岛啤酒罐装","老式面包","凉拌萝卜丝","凉拌海带豆芽紫菜","牛肉鸡蛋肠粉","小米南瓜粥","山药养生粥","凉拌菠菜","芝士烩波士顿龙虾","桂圆肉红豆八宝饭","一品香酥藕","皮蛋瘦肉粥","爆炒猪肝","倒立蒸梭子蟹",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","姜葱炒花蟹","水煮鱼","蒙古烤羊腿 ","凉拌萝卜丝","酸辣藕丁","谷稻小庄 ","老式面包","五色糯米饭(七色)","香辣爆羊肝 ","培根紫菜卷","快炒黄鳝","肉丁茄子","清炒菊花菜",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","芝士烩波士顿龙虾","焖猪手","倒立蒸梭子蟹","大蒜苋菜","油焖麻辣虾","干锅田鸡","百里香奶油烤红酒牛肉","五色糯米饭(七色)","五香酱驴肉 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","冰镇花螺","番茄甘蓝","玉竹南北杏鸭腿汤","西瓜胡萝卜沙拉","青炒扁豆","盘蟹蒸蛋","桂圆肉红豆八宝饭","鱼香肉丝拌面","露露无糖杏仁露","南瓜枸杞小饼干"," 北冰洋汽水 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","剁椒鱼头","露露无糖杏仁露","番茄甘蓝","番茄炖牛腩 ","意文柠檬汁 ","蒜香包",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","香酥两吃大虾","麻辣小龙虾","倒立蒸梭子蟹","五香酱驴肉 ","百里香奶油烤红酒牛肉","美妙绝伦之白莲花","清蒸海鱼","清炒菊花菜","牛尾汤","香菇鹌鹑蛋","白斩鸡","超人气广式肠粉",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","盘蟹蒸蛋","西瓜胡萝卜沙拉","照烧鸡腿 ","芝麻烤紫菜","蒙古烤羊腿 ","露露无糖杏仁露","蛋挞","打卤面","拌土豆丝",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","凉拌菠菜","白胡椒胡萝卜羊肉汤","麻辣小龙虾","孜然羊排","辣炒鱿鱼","姜葱炒花蟹","蒙古烤羊腿 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
