""," 42∂»∫£÷Æ¿∂"," ±±±˘—Û∆˚ÀÆ ","38∂»Ω£ƒœ¥∫ ","50∂»π≈æÆπ±æ∆","52∂»„Ú÷›¿œΩ— ","53∂»√©Ã®","∞◊∫˙Ω∑∫˙¬‹≤∑—Ú»‚Ã¿","∞◊’∂º¶","∞Ÿ¿Ôœ„ƒÃ”Õøæ∫Ïæ∆≈£»‚","∞Ÿ¿Ôœ„ƒÃ”Õøæºtæ∆≈£»‚","∞ŸÕ˛∆°æ∆πﬁ◊∞","∞ËÕ¡∂πÀø","±¶±¶∞Ê≈£»‚≥¶∑€","±¨≥¥º¶≥·","±¨≥¥˜≠¬µ","±¨≥¥À´Àø","±¨≥¥÷Ì∏Œ","±‹∑ÁÃ¡≥¥–∑","±˘Ã«∫Ï∂πﬁ≤√◊÷‡","±˘’Úª®¬›","≤ªº”“ªµŒ”ÕµƒÀ·ƒÃµ∞∏‚","≥¨»À∆¯π„ Ω≥¶∑€","¥–Ω™≥¥–∑","¥–”Õ¡π∞Ë≈∫∆¨","¥Ú¬±√Ê","¥Û¿Ì ØƒÃ”Õµ∞∏‚","¥ÛÀ‚‹»≤À","µ∞Ã¢","µ≥≤Œª∆‹ŒÏ¿≈£Œ≤ ","µπ¡¢’ÙÀÛ◊”–∑","∂¨πœ≥¥ø‡πœ","∂¿º“±°∫…œ œ∫≈£»‚æÌ ","∂ÁΩ∑”„Õ∑","∑®π˙≤®∂˚∂‡AOC∏…∫Ï∆œÃ—æ∆‘≠","∑¨«—µ∞Ã¿","∑¨«—Ï¿≈£ÎÓ ","∑¨«—Ï¿«Ôø˚","∑¨«—∏ ¿∂","∑¨«—”–ª˙ª®≤À","∏…π¯ÃÔº¶","π»µæ–°◊Ø ","π„ Ωœ∫» ≥¶∑€","π‘≤Ë€ËΩ∏Î◊”Ã¿","π‘≤»‚∫Ï∂π∞À±¶∑π","π˛∂˚±ı∆°æ∆πﬁ◊∞","∫£¥¯Ω·∂π∏ØÃ¿","∫ºΩ∑º¶’‰","∫ÀÃ“∆œÃ—∏…Õ¡Àæ","∫⁄√◊¡µ…œ∆œÃ—","∫Ïæ∆Ï¿—Ú»‚","∫Ïæ∆Õ¡∂π…’—ºÕ» ","ª®∏Ú’Ùµ∞","ª∆ª®≤À≥¥ƒæ∂˙","ª∆Œ≤¥¸ ÛŒ˜¿≠◊”∫Ï∆œÃ—æ∆","ª∆”Õ«˙∆Ê±˝∏…","º¶µ∞°¢»‚ƒ©≥¶∑€","Ω™¥–≥¥ª®–∑","Ω”Ò¡º‘µ","øß∑»ƒÃœ„√Ê∞¸","øÏ≥¥ª∆˜≠","¿±≥¥∫£¥¯Àø","¿±≥¥ª®∏Ú","¿±≥¥ÃÔ¬›","¿±≥¥ˆœ”„","¿∂¥¯∆°æ∆πﬁ◊∞","¿œ Ω√Ê∞¸","¡π∞Ë≤§≤À","¡π∞Ë∫£¥¯∂π—ø◊œ≤À","¡π∞Ë¬‹≤∑Àø","¡π∞ËÀ‚»ÿŒ˜¿ºª®","¬∑“◊¿≠∑∆∫Ïæ∆∏…∫Ï","¬∂¬∂ŒﬁÃ«–”» ¬∂","¬È¿±–°¡˙œ∫","√¿√Óæ¯¬◊÷Æ∞◊¡´ª®","ÏÀ÷Ì ÷","√…π≈øæ—ÚÕ» ","ƒæ–ÎÕ„∂π","ƒœπœË€ËΩ–°±˝∏…","ƒœπœ÷• ø∞¸","≈£ƒÃæÌ","≈£»‚º¶µ∞≥¶∑€","≈£Œ≤Ã¿","≈©∑Ú…Ω»™NFCπ˚÷≠100%≥»÷≠","≈Ã–∑’Ùµ∞","≈›Ω∑∑Ô◊¶ ","≈‡∏˘ª®≤À","≈‡∏˘◊œ≤ÀæÌ","∆§µ∞ ›»‚÷‡","∆°æ∆—º","∆œÃ—ƒÃÀ÷(≥¨À÷œ„µƒ±˝∏…)","Ï¡≥¥¥Û∞◊≤À","«€≤À≥¥—¸ª®","«€ª∆˜≠Àø","«‡≥¥±‚∂π","«‡µ∫∆°æ∆πﬁ◊∞","«Â≥¥æ’ª®≤À","«ÂÀ¨∞Ë¡π√Ê","«Â’Ùµ˚”„","«Â’Ù∫£”„","»‚∂°«—◊”","»˝…´¡π∞Ë ÷À∫Õ√","»˝Àø˜≠”„","…Ω“©—¯…˙÷‡","ÀÆ÷Û”„","À·¿±≈∫∂°","À·¿±Ã¿√Ê","À‚»ÿ…˙Ú∫","À‚œ„∞¸","À‚œ„¿±ª®º◊","Ã«¥◊ﬁ¨«—¡Ô«‡ª®","Ãÿ¥ººŒ ø≤Æ∆°æ∆πﬁ◊∞","Ã˙∞Â≈£»‚","Õ¡∂πŒ˜∫Ï ¡Ã¿√Ê","Õ„∂π Ì◊–÷Ìπ«Ã¿","ŒÂ≤ ∂π","ŒÂ≤ ≈∫√Á","ŒÂ…´≈¥√◊∑π(∆ﬂ…´)","ŒÂœ„Ω¥¬ø»‚ ","Œ˜πœ∫˙¬‹≤∑…≥¿≠","œ √¿˜≠”„","œ„πΩ∆»µ∞","œ„πΩº¶»‚÷‡","œ„øæ≈£≈≈ ","œ„¿±±¨—Ú∏Œ ","œ„¿±∏Ø»È≥¥œ∫","œ„À÷¡Ω≥‘¥Ûœ∫","–°≥¥—Ú—¸ ","–°√◊ƒœπœ÷‡","“ª∆∑œ„À÷≈∫","“‚Œƒƒ˚√ ÷≠ ","”ÕÏÀ¬È¿±œ∫","”„œ„»‚Àø∞Ë√Ê","”Ò÷Òƒœ±±–”—ºÕ»Ã¿","’≈‘£∆œÃ—æ∆’≈‘£≥‡œº÷È∏…∫Ï ","≥§≥«Ω—ƒΩ‚∞Ÿƒ…∫Ïæ∆∏…∫Ï∆œÃ—æ∆","’’…’º¶Õ» ","÷•¬Èøæ◊œ≤À","÷• øª‚≤® ø∂Ÿ¡˙œ∫","÷Ω±≠µ∞∏‚","÷ÿ«ÏÃÿ…´”Õ…’Õ√","◊Œ»ª—Ú≈≈","◊œ Ì√Ê∞¸æÌ","◊‘÷∆÷Ì»‚∏¨"
"∂ÁΩ∑”„Õ∑",0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230769230769231,0,0,0,0,0,0,0,0,0,0.181818181818182,0.17816091954023,0,0,0,0,0,0,0,0,0,0,0,0,0.258474576271186,0,0,0.173913043478261,0,0,0,0,0,0.190140845070423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295,0,0,0.292887029288703,0,0,0.204545454545455,0,0,0.214912280701754,0.225274725274725,0.266009852216749,0.247311827956989,0,0,0,0,0,0,0.191489361702128,0,0,0,0,0,0,0,0.260869565217391,0.269461077844311,0,0,0,0,0,0.196078431372549,0.189944134078212,0,0,0,0,0.241025641025641,0,0,0,0,0.207100591715976,0,0,0,0,0.215568862275449,0,0,0.211981566820276,0,0,0,0.182352941176471,0,0,0,0,0.240566037735849,0,0.189542483660131,0,0,0.203488372093023,0,0,0,0,0,0,0.18859649122807,0,0,0.195652173913043,0,0.266666666666667
"∑®π˙≤®∂˚∂‡AOC∏…∫Ï∆œÃ—æ∆‘≠",0,0,0,0,0,0,0,0,0,0,0,0,0.106382978723404,0.104651162790698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.114285714285714,0,0,0,0.123456790123457,0,0,0,0,0,0.113924050632911,0,0,0,0,0,0,0,0.105263157894737,0,0,0,0,0,0.157142857142857,0,0,0,0,0,0,0.133333333333333,0,0,0,0.105263157894737,0,0,0,0.15,0,0,0,0,0,0,0,0,0.111111111111111,0.122222222222222,0,0,0,0,0,0,0,0,0.129032258064516,0,0,0.111111111111111,0,0,0.113636363636364,0,0.136363636363636,0,0,0,0,0.121495327102804,0,0,0,0,0,0,0.133333333333333,0.121621621621622,0.119047619047619,0,0,0,0,0.103448275862069,0,0,0,0.115789473684211,0,0,0.11965811965812,0,0,0,0,0.120481927710843,0,0.120689655172414,0.123076923076923,0,0.125,0.135135135135135,0.10948905109489
"∑¨«—µ∞Ã¿",0,0,0,0,0,0,0,0,0,0,0,0.110091743119266,0,0.149425287356322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116666666666667,0,0,0,0,0.110294117647059,0,0,0,0,0,0,0,0,0,0,0.156862745098039,0.116666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.112426035502959,0,0,0,0,0,0,0.121621621621622,0,0.119565217391304,0,0,0,0.107142857142857,0.168674698795181,0,0,0,0,0,0,0.10958904109589,0,0.166666666666667,0,0.160919540229885,0.171428571428571,0,0.110236220472441,0,0.161764705882353,0.111111111111111,0,0.122448979591837,0,0.109375,0,0,0,0,0,0.153846153846154,0,0,0,0,0.106194690265487,0,0,0,0,0,0,0.129411764705882,0,0.106060606060606,0,0,0,0,0,0,0.116279069767442,0,0,0.146666666666667,0,0,0.115942028985507,0,0,0,0,0,0,0,0,0,0.1125,0.113475177304964
"∑¨«—Ï¿≈£ÎÓ ",0,0,0,0,0,0,0,0,0,0,0,0.223776223776224,0,0,0,0.213333333333333,0,0,0,0,0,0,0,0.203125,0.196428571428571,0,0,0,0,0.204545454545455,0,0,0,0,0,0,0,0,0,0,0.222707423580786,0,0,0.219858156028369,0,0,0,0,0,0,0,0,0,0,0,0,0.185897435897436,0.23134328358209,0,0,0,0,0,0.228426395939086,0,0,0.206611570247934,0,0,0.196319018404908,0,0,0.226415094339623,0,0.2,0.194444444444444,0.195121951219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197080291970803,0.194244604316547,0.202453987730061,0,0,0,0,0.196808510638298,0,0,0,0,0.191082802547771,0.201342281879195,0,0,0,0,0,0,0.261538461538461,0,0.212121212121212,0,0,0,0.211538461538462,0,0,0.182692307692308,0,0,0,0.207792207792208,0,0,0,0,0,0,0,0.239024390243902,0,0,0.201183431952663,0,0.21264367816092
"∑¨«—Ï¿«Ôø˚",0,0,0,0,0,0,0,0.17,0,0,0,0,0,0.151515151515151,0,0.154471544715447,0,0,0,0,0,0,0,0,0,0,0.136363636363636,0,0,0.166666666666667,0,0.125,0,0,0,0.138461538461538,0,0,0,0,0.126760563380282,0,0,0.178571428571429,0,0,0,0,0,0.131313131313131,0.127906976744186,0,0,0,0,0,0.1328125,0,0,0,0,0,0.162790697674419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126315789473684,0.144329896907216,0,0,0,0,0.13265306122449,0.127659574468085,0,0,0,0,0.127450980392157,0,0,0,0,0,0,0,0,0,0.130434782608696,0,0,0,0,0.15625,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0.150837988826816,0,0.134751773049645,0,0,0,0,0.138613861386139,0,0.138121546961326,0,0,0,0,0.145038167938931,0,0,0.137931034482759,0,0,0,0,0,0,0.13986013986014,0.131868131868132,0.125
"∑¨«—∏ ¿∂",0,0,0,0,0,0,0,0,0,0,0,0,0,0.18348623853211,0,0.217054263565891,0,0,0.175572519083969,0,0,0,0,0.172727272727273,0,0,0,0.181159420289855,0,0,0,0,0,0,0,0.156028368794326,0,0,0,0,0.191588785046729,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0.185185185185185,0,0,0,0,0,0,0.179347826086957,0,0,0,0,0,0.180555555555556,0,0,0.180904522613065,0,0,0,0,0.166666666666667,0,0,0,0,0,0.174757281553398,0,0,0,0.163793103448276,0,0,0.183823529411765,0.156462585034014,0,0,0,0.158878504672897,0,0,0.155405405405405,0,0,0,0,0.183431952662722,0.155172413793103,0,0,0,0.182481751824818,0.157894736842105,0,0,0,0,0,0.164835164835165,0.201086956521739,0,0.24113475177305,0,0,0,0.197080291970803,0,0,0,0,0.15702479338843,0,0,0,0,0,0,0,0,0,0.186528497409326,0,0,0,0,0.15527950310559
"∑¨«—”–ª˙ª®≤À",0,0,0,0,0,0,0,0.150793650793651,0,0,0,0,0,0,0,0.164383561643836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15748031496063,0,0.198529411764706,0.162650602409639,0,0,0.165562913907285,0,0,0,0,0.201793721973094,0,0,0,0,0,0,0,0,0,0.168224299065421,0,0.172413793103448,0,0,0,0,0,0,0,0,0,0,0.16751269035533,0,0,0,0,0,0.180645161290323,0,0,0.164319248826291,0,0.163265306122449,0,0.163793103448276,0,0,0,0,0,0,0,0,0,0,0,0.153225806451613,0,0.16,0,0,0,0,0.170940170940171,0.151515151515151,0.166666666666667,0.157232704402516,0.161016949152542,0,0,0,0.217142857142857,0,0,0,0,0.182432432432432,0.192857142857143,0,0,0,0,0,0,0.181818181818182,0,0,0,0,0,0,0,0,0.152709359605911,0,0,0,0.208333333333333,0,0,0,0,0,0.196581196581197,0,0.174757281553398,0,0,0.164634146341463,0,0
"∏…π¯ÃÔº¶",0,0,0,0,0,0,0.142857142857143,0,0.154639175257732,0,0,0,0,0,0,0,0.2109375,0,0,0,0,0,0,0,0,0,0.151785714285714,0,0,0.149532710280374,0,0,0,0,0,0.16030534351145,0,0.154545454545455,0,0,0.14018691588785,0,0.175257731958763,0.142857142857143,0,0,0,0,0,0.171717171717172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168831168831169,0.147982062780269,0,0,0.160583941605839,0,0,0,0,0,0.140127388535032,0.180851063829787,0,0,0,0,0,0,0,0,0.15,0,0,0.144230769230769,0,0.153846153846154,0.143884892086331,0,0,0,0,0,0,0,0.164948453608247,0,0,0,0,0.160377358490566,0,0,0,0.143939393939394,0.16260162601626,0,0,0,0,0,0,0.147540983606557,0,0,0,0,0,0,0.144230769230769,0,0.135135135135135,0,0,0,0,0.149253731343284,0,0,0,0,0,0,0.159574468085106,0,0,0,0,0.166666666666667
"π»µæ–°◊Ø ",0,0,0,0,0,0,0.233480176211454,0,0,0,0,0,0,0,0,0,0.274774774774775,0,0.237442922374429,0,0,0,0,0,0,0,0,0.217391304347826,0,0,0,0,0.258474576271186,0,0,0.222707423580786,0,0,0.201793721973094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220264317180617,0.200934579439252,0,0,0,0,0,0.336,0,0,0.361702127659574,0,0,0.286995515695067,0,0,0.284671532846715,0.278969957081545,0.286821705426357,0.253061224489796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241071428571429,0.275555555555556,0,0,0,0,0,0,0.274336283185841,0,0,0,0,0.288617886178862,0,0,0,0,0,0,0,0,0,0.208695652173913,0,0,0.3203125,0,0.232067510548523,0,0.205240174672489,0,0.211206896551724,0,0,0.295019157088123,0,0,0,0,0.21551724137931,0,0,0,0,0,0,0.315589353612167,0,0,0.266094420600858,0,0.334801762114537
"π„ Ωœ∫» ≥¶∑€",0,0,0,0,0,0.0625,0,0,0.0579710144927537,0,0,0,0,0.0972222222222222,0,0,0,0,0.0833333333333334,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0.0579710144927537,0,0.0631578947368421,0,0,0,0,0,0,0,0.0588235294117647,0.0666666666666667,0.0746268656716418,0.0694444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571428571428572,0,0.0619469026548672,0,0,0.0571428571428572,0,0,0.0687022900763359,0,0,0,0,0,0,0.0857142857142857,0,0,0,0,0.0625,0.0666666666666667,0,0.0673076923076923,0,0,0,0,0,0.072289156626506,0,0.0614035087719298,0.104477611940298,0,0,0,0.0638297872340425,0,0.073170731707317,0,0,0,0,0,0,0,0.0882352941176471,0,0,0,0,0,0,0.0686274509803921,0,0,0,0.0659340659340659,0,0,0,0,0.099009900990099,0,0,0,0,0,0,0.0625,0,0,0,0,0,0.0625
"π‘≤Ë€ËΩ∏Î◊”Ã¿",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154545454545455,0.153846153846154,0,0,0,0,0,0.123456790123457,0,0.145038167938931,0,0,0,0.175257731958763,0.130841121495327,0,0,0.165217391304348,0,0,0,0,0.123711340206186,0,0,0,0.122448979591837,0.164835164835165,0,0,0.13953488372093,0,0,0,0,0,0.159090909090909,0,0,0.128205128205128,0.144144144144144,0,0,0,0.137931034482759,0,0.144329896907216,0,0,0.134615384615385,0.123711340206186,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126436781609195,0.155038759689923,0.137096774193548,0,0,0,0,0,0,0.142857142857143,0,0.125,0,0.149606299212598,0,0.143939393939394,0.17,0,0,0,0,0,0.147286821705426,0,0,0,0,0,0,0,0,0,0,0.137931034482759,0,0.123376623376623
"π‘≤»‚∫Ï∂π∞À±¶∑π",0,0,0,0,0,0,0,0,0,0,0,0.223076923076923,0,0.189655172413793,0,0.194244604316547,0.19047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0.181818181818182,0,0,0.173913043478261,0,0,0.219858156028369,0.178571428571429,0,0,0,0.178571428571429,0,0,0,0,0,0,0,0,0.182608695652174,0,0,0,0,0,0,0,0,0,0,0,0,0.169811320754717,0,0,0,0.184549356223176,0,0.17948717948718,0.185430463576159,0,0,0.178743961352657,0,0.204301075268817,0,0.201834862385321,0,0,0,0,0,0,0.171171171171171,0,0,0,0.170731707317073,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0.173469387755102,0,0.194805194805195,0,0,0,0.17687074829932,0,0.181818181818182,0.191709844559586,0,0.173228346456693,0,0,0.175675675675676,0,0,0,0,0,0,0.252631578947368,0,0,0,0,0.189024390243902
"π˛∂˚±ı∆°æ∆πﬁ◊∞",0,0.10126582278481,0,0,0,0,0,0,0,0,0.146341463414634,0.102040816326531,0,0.115384615384615,0,0,0,0,0,0,0,0,0,0.10126582278481,0.116666666666667,0,0,0,0.135593220338983,0,0,0,0,0,0.116666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126760563380282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227272727272727,0.156862745098039,0.102941176470588,0,0,0,0,0,0.135294117647059,0,0,0.0962962962962963,0,0.105263157894737,0,0.128205128205128,0.133333333333333,0,0,0,0,0.105263157894737,0.121951219512195,0,0,0.131147540983607,0,0,0,0.1,0.0961538461538461,0,0,0,0,0,0,0,0,0,0.0952380952380952,0,0,0.112903225806452,0.100917431192661,0,0,0,0.0975609756097561,0,0,0,0,0,0,0,0,0.0952380952380952,0,0.1,0,0,0,0,0.106060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0.101449275362319,0
"∫£¥¯Ω·∂π∏ØÃ¿",0,0,0.111111111111111,0.0975609756097561,0,0,0,0,0,0,0,0,0,0.102564102564103,0.119047619047619,0.0961538461538461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109756097560976,0,0.103092783505155,0,0,0.1,0.111111111111111,0,0,0,0,0,0,0,0.118279569892473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975609756097561,0,0.103448275862069,0,0,0,0,0,0,0,0.102564102564103,0,0.131147540983607,0,0,0,0,0,0,0,0.105263157894737,0,0,0,0,0.0985915492957746,0,0,0.0963855421686747,0.121951219512195,0,0,0,0,0,0,0.0980392156862745,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0.105263157894737,0,0.104477611940298,0,0,0,0.0967741935483871,0,0,0,0,0,0.102272727272727,0,0.134615384615385,0,0.145454545454546,0.116279069767442,0,0,0,0.119402985074627,0,0,0.106382978723404,0,0.119402985074627,0
"∫ºΩ∑º¶’‰",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.136363636363636,0,0,0,0.136363636363636,0,0,0,0.114503816793893,0,0,0.121739130434783,0,0.118279569892473,0.114285714285714,0,0.121827411167513,0,0,0,0,0,0,0,0,0,0.164179104477612,0,0.1125,0,0.115384615384615,0,0,0,0,0,0,0,0,0.122699386503067,0,0,0,0,0,0.114754098360656,0.130434782608696,0,0.142045454545455,0,0,0,0,0.164556962025316,0,0,0,0.123287671232877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113821138211382,0,0,0,0,0.152777777777778,0,0,0,0.115942028985507,0,0.153846153846154,0,0,0,0,0,0,0.133333333333333,0.136986301369863,0.146341463414634,0,0,0,0.120689655172414,0,0,0.119760479041916,0,0,0,0.114035087719298,0,0,0,0,0,0.134146341463415,0.12,0,0.123076923076923,0,0,0,0
"∫ÀÃ“∆œÃ—∏…Õ¡Àæ",0,0,0,0,0,0,0,0,0,0,0,0.145833333333333,0,0.1125,0,0,0.145454545454546,0,0.14,0,0,0.125,0,0.1125,0.15,0.137931034482759,0,0,0,0,0,0,0.129032258064516,0,0,0,0,0.166666666666667,0,0,0,0,0,0.138297872340426,0,0,0,0,0,0.144736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.120689655172414,0,0.145161290322581,0,0,0,0,0,0.116883116883117,0,0.121951219512195,0,0,0,0,0,0,0,0.144578313253012,0.139240506329114,0.145161290322581,0,0,0,0,0,0,0,0,0.139130434782609,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0.126984126984127,0,0,0.126315789473684,0,0,0.136363636363636,0,0,0.116071428571429,0.157894736842105,0,0,0,0,0,0,0,0,0,0.147058823529412,0.114503816793893
"∫⁄√◊¡µ…œ∆œÃ—",0,0,0,0,0,0.148648648648649,0,0,0,0,0,0,0,0,0,0.137096774193548,0,0,0,0,0,0,0,0.141414141414141,0.177215189873418,0,0,0.13953488372093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123711340206186,0.129310344827586,0.126760563380282,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.129213483146067,0,0,0.146118721461187,0,0,0,0,0,0.134715025906736,0,0,0,0,0,0.184210526315789,0,0,0,0,0,0,0,0.134615384615385,0,0.128712871287129,0,0.141732283464567,0,0,0,0,0.125,0,0,0,0,0,0,0.148514851485149,0,0.134615384615385,0,0,0.130952380952381,0,0.140495867768595,0,0,0,0,0,0.125,0.138888888888889,0,0.135714285714286,0,0,0,0.138461538461538,0.14,0,0,0,0.127272727272727,0.125,0.141732283464567,0,0,0,0,0,0,0,0,0,0,0,0,0.140939597315436
"∫Ïæ∆Ï¿—Ú»‚",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165413533834586,0,0.191666666666667,0,0,0,0,0,0,0.172839506172839,0,0.151515151515151,0,0,0,0,0.190140845070423,0,0,0,0,0.154545454545455,0,0.171717171717172,0.156398104265403,0,0,0.182608695652174,0,0,0,0,0,0,0,0,0,0,0,0,0.1640625,0,0,0,0,0,0,0.190751445086705,0,0,0.190697674418605,0,0,0.169117647058824,0,0,0.160621761658031,0.172413793103448,0.159090909090909,0.185430463576159,0,0,0,0,0,0,0,0,0,0,0,0.192307692307692,0,0,0,0.160583941605839,0,0,0,0.164948453608247,0,0,0,0.153061224489796,0,0,0,0.188679245283019,0,0,0,0,0,0,0,0,0,0.153846153846154,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0.153846153846154,0,0.151785714285714,0,0,0,0,0,0,0,0,0,0.172043010752688,0,0,0.159722222222222,0.16304347826087,0.174496644295302
"∫Ïæ∆Õ¡∂π…’—ºÕ» ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131868131868132,0.136986301369863,0,0,0,0,0.136842105263158,0,0,0,0,0,0.151260504201681,0.127906976744186,0,0.168224299065421,0,0.122549019607843,0,0,0,0,0,0.164179104477612,0,0.142857142857143,0,0,0,0.168674698795181,0,0,0,0,0,0,0,0,0,0.126582278481013,0.136904761904762,0,0,0,0,0,0.133858267716535,0,0,0.135869565217391,0,0,0,0.156626506024096,0,0,0,0.116666666666667,0.125,0,0,0,0,0,0,0,0.118421052631579,0,0,0,0,0,0.13953488372093,0,0,0.1328125,0,0,0,0,0.12258064516129,0,0,0,0,0,0.132743362831858,0,0,0,0,0,0.142857142857143,0.140350877192982,0.166666666666667,0,0,0.117647058823529,0,0,0,0,0,0,0,0.126582278481013,0,0,0,0,0.128205128205128,0,0.174418604651163,0,0,0,0,0,0.121951219512195,0
"ª®∏Ú’Ùµ∞",0,0,0,0,0,0.129032258064516,0,0.10989010989011,0.135802469135802,0,0,0,0.1,0.101123595505618,0,0,0.115702479338843,0,0,0,0,0,0,0.113636363636364,0,0,0,0,0,0.10752688172043,0,0,0,0,0,0.128205128205128,0,0,0.111111111111111,0,0.0926829268292683,0,0,0,0,0,0,0,0.0963855421686747,0,0.10958904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976744186046512,0,0,0.112,0,0.111111111111111,0,0,0,0.119718309859155,0,0,0,0,0,0,0.0919540229885057,0,0,0.104651162790698,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.10752688172043,0,0,0,0,0.118181818181818,0,0,0,0,0,0.136363636363636,0.144578313253012,0,0.0992366412213741,0,0.103448275862069,0,0.127118644067797,0,0,0,0,0.101010101010101,0,0,0,0,0,0,0,0.116279069767442,0,0.106145251396648,0,0,0,0,0
"ª∆ª®≤À≥¥ƒæ∂˙",0,0,0,0,0,0,0,0,0.148936170212766,0,0,0,0,0.2,0,0,0.152671755725191,0,0,0,0,0,0,0,0.160493827160494,0,0,0,0,0.133333333333333,0.138461538461538,0,0,0,0,0,0,0,0.172413793103448,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0.168674698795181,0,0,0,0,0,0.1328125,0,0,0,0.135802469135802,0,0.136363636363636,0.167630057803468,0,0,0,0,0,0.148148148148148,0,0,0.134020618556701,0,0.149425287356322,0.143790849673203,0.175824175824176,0,0,0,0,0,0,0,0,0.168421052631579,0,0.153846153846154,0,0,0.158730158730159,0,0,0,0,0.135416666666667,0,0,0.164179104477612,0,0,0,0,0.15625,0,0,0,0,0,0.158333333333333,0,0,0,0,0,0,0.144444444444444,0.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1375,0,0,0,0,0,0.156756756756757,0,0,0,0,0.132450331125828
"ª∆Œ≤¥¸ ÛŒ˜¿≠◊”∫Ï∆œÃ—æ∆",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145833333333333,0,0,0.186274509803922,0,0,0,0,0,0.141843971631206,0,0,0,0,0.133333333333333,0,0,0,0,0.164835164835165,0,0,0,0,0,0,0.148936170212766,0,0,0.130434782608696,0,0,0,0.137096774193548,0,0,0,0,0,0,0.125,0,0,0.127272727272727,0,0,0.135338345864662,0,0,0,0,0.126436781609195,0.125,0,0.16304347826087,0,0,0,0,0,0,0,0.16304347826087,0.127450980392157,0.16,0,0,0.145161290322581,0.152671755725191,0,0,0,0,0,0,0,0,0,0,0,0.124223602484472,0,0,0,0,0.201680672268908,0.125,0,0,0,0.126984126984127,0,0,0.141242937853107,0,0,0,0,0.135802469135802,0,0.144329896907216,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.122994652406417,0,0,0.127659574468085,0,0.136054421768708
